id,generated_id,voted_for,category,voted_id
482,3m5go14dt5,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
483,2s2mbu5low,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
484,takl052irx,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
485,ujp027loan,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
486,iqymqqfbb6,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
487,97pzybh287,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
488,zazfg12ip2,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
489,bpbdvn7i78,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
490,ds8qu6bw2t,BABA OLIVIA,Best Series,
491,y8xe4jot9i,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
492,yjlxq864ub,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
493,9qmz56kfeo,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
494,rytjvwvuzc,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
495,rmb4gzi0cu,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
496,4saycjnyrx,KIMBEMBE,Best Comedian,
497,py4bplyf38,SALUNI YA MAMA KIMBO,Best Comedy,
498,rmb4gzi0cu,HAIKUFUMA,Best Series,
499,3snh3p1y43,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
500,m0231sh6wx,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
501,rmb4gzi0cu,NURU YA MAISHA,Best Feature Film,
502,4saycjnyrx,HILLARY DAUDI MTUTA (BEKA A.K.A ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
503,rmb4gzi0cu,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
504,wdijdrf3dm,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
505,4saycjnyrx,JUA KALI,Best Series,
506,3snh3p1y43,KIMBEMBE,Best Comedian,
507,rmb4gzi0cu,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
508,wdijdrf3dm,KIMBEMBE,Best Comedian,
509,xq8dul3hr2,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
510,4saycjnyrx,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
511,k66ti68jko,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
512,4saycjnyrx,GODLIVER GODIAN - JUA KALI,Best Actress,
513,rmb4gzi0cu,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
514,xq8dul3hr2,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
515,4saycjnyrx,KITIMTIM,Best Series Comedy(online ,
516,mekw4gj6fs,KIMBEMBE,Best Comedian,
517,wdijdrf3dm,SALUNI YA MAMA KIMBO,Best Comedy,
518,4saycjnyrx,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
519,xq8dul3hr2,JUA KALI,Best Series,
520,fkmxsyk9x6,SALUNI YA MAMA KIMBO,Best Comedy,
521,xq8dul3hr2,UGONJWA WA KIFO,Best Feature Film,
522,9k5709vg5o,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
523,mekw4gj6fs,SALUNI YA MAMA KIMBO,Best Comedy,
524,8bpwzly99j,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
525,xq8dul3hr2,SALUNI YA MAMA KIMBO,Best Comedy,
526,fkmxsyk9x6,KIMBEMBE,Best Comedian,
527,eesnp894c3,UGONJWA WA KIFO,Best Feature Film,
528,zivfi4kpds,SALUNI YA MAMA KIMBO,Best Comedy,
529,7epdhsu19g,HAIKUFUMA,Best Series,
530,fkmxsyk9x6,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
531,y3gq7j3ey0,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
532,3m5go14dt5,UGONJWA WA KIFO,Best Feature Film,
533,0y9f9moc84,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
534,xq8dul3hr2,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
535,y3gq7j3ey0,SALUNI YA MAMA KIMBO,Best Comedy,
536,88yoqzwngh,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
537,0y9f9moc84,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
538,zivfi4kpds,KIMBEMBE,Best Comedian,
539,py4bplyf38,KIMBEMBE,Best Comedian,
540,uavmt0nl24,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
541,bk1lmrollj,SALUNI YA MAMA KIMBO,Best Comedy,
542,x4fkn2w605,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
543,xq8dul3hr2,SADAM NAWANDA - HAIKUFUMA,Best Actor,
544,3pbg80h3dx,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
545,xq8dul3hr2,GODLIVER GODIAN - JUA KALI,Best Actress,
546,7epdhsu19g,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
547,2fzshbzi0e,KIMBEMBE,Best Comedian,
548,sw3k8xx19,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
549,xq8dul3hr2,HASSAN KAZO - CHA UROHO,Best Comedian,
550,bk1lmrollj,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
551,xq8dul3hr2,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
552,15tbhhfw5t,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
553,zivfi4kpds,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
554,v6wle0rpis,SALUNI YA MAMA KIMBO,Best Comedy,
555,p18cv02z5o,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
556,xq8dul3hr2,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
557,wja56xm280,SALUNI YA MAMA KIMBO,Best Comedy,
558,v6wle0rpis,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
559,2fzshbzi0e,MARIANNE MDEE  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
560,hwzdvyob3i,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
561,xq8dul3hr2,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
562,bk1lmrollj,CATHERINE CREDO - SALAMA,Best Upcoming Actress,
563,2fzshbzi0e,JUA KALI,Best Series,
564,y3gq7j3ey0,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
565,xq8dul3hr2,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
566,2fzshbzi0e,KITIMTIM,Best Series Comedy(online ,
567,v6wle0rpis,GODLIVER GODIAN - JUA KALI,Best Actress,
568,2fzshbzi0e,GODLIVER GODIAN - JUA KALI,Best Actress,
569,5ov7ftl2dj,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
570,ivh9q7rsyb,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
571,v6wle0rpis,KIMBEMBE,Best Comedian,
572,2fzshbzi0e,KITIMTIM,Best Comedy,
573,w6z66jfdmh,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
574,s5h8prremo,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
575,o45mrdz1kf,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
576,py4bplyf38,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
577,7oqiqhxfe5,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
578,vxscho7ipr,JUA KALI,Best Series,
579,3u3rt759fd,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
580,vxscho7ipr,SALUNI YA MAMA KIMBO,Best Comedy,
581,5qfd3kgdr9,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
582,mxc0rwsz8r,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
583,zgrwdhdn09,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
584,vxscho7ipr,KIMBEMBE,Best Comedian,
585,5ov7ftl2dj,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
586,n1i5z564k6,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
587,9zz7i9b9si,SALUNI YA MAMA KIMBO,Best Comedy,
588,lpldyqtexy,SALUNI YA MAMA KIMBO,Best Comedy,
589,9zz7i9b9si,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
590,lpldyqtexy,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
591,84pou2rqad,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
592,zfodjk4wfc,PROFESA MAFINGO,Best Comedian,
593,j9npic1q47,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
594,5ov7ftl2dj,NURU YA MAISHA,Best Feature Film,
595,9zz7i9b9si,KIMBEMBE,Best Comedian,
596,fhn29qrenm,HILLARY DAUDI MTUTA (BEKA A.K.A ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
597,c3a5ioaxsr,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
598,ama2lowfuj,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
599,lpldyqtexy,GODLIVER GODIAN - JUA KALI,Best Actress,
600,62mo2tjxlp,KIMBEMBE,Best Comedian,
601,ovygzc9rup,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
602,lqh4nqr2zl,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
603,fhn29qrenm,IRENE UWOYA  (NATALIA) - HAIKUFUMA,Best Actress Audience Choice,
604,wja56xm280,KIMBEMBE,Best Comedian,
605,lpldyqtexy,KIMBEMBE,Best Comedian,
606,ovygzc9rup,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
607,yixy8wz4y2,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
608,tlmigh9ii1,SALUNI YA MAMA KIMBO,Best Comedy,
609,iiu8p4q0lq,PASUA KICHWA,Best Comedy,
610,c3a5ioaxsr,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
611,ovygzc9rup,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
612,fhn29qrenm,HAIKUFUMA,Best Series,
613,62mo2tjxlp,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
614,0y9f9moc84,GODLIVER GODIAN - JUA KALI,Best Actress,
615,2w5vsato7y,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
616,867ffgxdi8,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
617,2xsfrsu5rn,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
618,iiu8p4q0lq,PASUA KICHWA,Best Series Comedy(online ,
619,mr12qs7dtn,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
620,sjmxdii1up,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
621,0y9f9moc84,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
622,ovygzc9rup,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
623,fhn29qrenm,PASUA KICHWA,Best Comedy,
624,iiu8p4q0lq,PROFESA MAFINGO,Best Comedian,
625,tlmigh9ii1,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
626,ix7a9386j8,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
627,ovygzc9rup,OBAMBO,Best Feature Film,
628,62mo2tjxlp,SALUNI YA MAMA KIMBO,Best Comedy,
629,5qfd3kgdr9,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
630,0y9f9moc84,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
631,0y9f9moc84,KITIMTIM,Best Series Comedy(online ,
632,ovygzc9rup,JUA KALI,Best Series,
633,ucxi5z3v12,HAIKUFUMA,Best Series,
634,3ui3h6kv0b,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
635,88yoqzwngh,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
636,1dx2mnivjv,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
637,fhn29qrenm,PASUA KICHWA,Best Series Comedy(online ,
638,tlmigh9ii1,KIMBEMBE,Best Comedian,
639,ovygzc9rup,MAGEUZI EMMANUEL - JANGA,Best Upcoming Actor,
640,a7t3gyyn6v,SALUNI YA MAMA KIMBO,Best Comedy,
641,fhn29qrenm,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
642,88yoqzwngh,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
643,3595vdoq9n,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
644,a7t3gyyn6v,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
645,hq3vy4bknl,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
646,6avjjmgty4,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
647,0m8bktorwo,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
648,9j9092fcjl,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
649,88yoqzwngh,OBAMBO,Best Feature Film,
650,lxs4dffuti,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
651,a7t3gyyn6v,KIMBEMBE,Best Comedian,
652,d4m9glrkfz,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
653,lhev374a1v,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
654,k22bg62ff2,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
655,dxal4ch1h6,SALUNI YA MAMA KIMBO,Best Comedy,
656,9k5709vg5o,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
657,a7t3gyyn6v,GODLIVER GODIAN - JUA KALI,Best Actress,
658,5xo7nib4gk,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
659,fhn29qrenm,GODLIVER GODIAN - JUA KALI,Best Actress,
660,t4uu7arydu,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
661,k0olb5o7rp,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
662,w8tviaoiwu,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
663,dxal4ch1h6,KIMBEMBE,Best Comedian,
664,5ov7ftl2dj,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
665,o7hujzbid3,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
666,5ov7ftl2dj,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
667,fhn29qrenm,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
668,k0olb5o7rp,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
669,757twieokg,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
670,mr0ha8wqcx,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
671,lacvxdho8c,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
672,ixys5oz61b,HILLARY DAUDI MTUTA (BEKA A.K.A ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
673,alsul7p468,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
674,8d17jji1wl,SALUNI YA MAMA KIMBO,Best Comedy,
675,ba88xu0f60,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
676,fhn29qrenm,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
677,8d17jji1wl,KIMBEMBE,Best Comedian,
678,80xb8j9hf4,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
679,k0olb5o7rp,JUA KALI,Best Series,
680,nb5ywv7lpk,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
681,fhn29qrenm,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
682,6q6zpplxkw,SALUNI YA MAMA KIMBO,Best Comedy,
683,sj9634aeha,SLAY QUEEN,Best Series,
684,3o6udf506k,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
685,m91pqpn3p5,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
686,9d8ch2ijtf,SALUNI YA MAMA KIMBO,Best Comedy,
687,6f7l8164zr,SLAY QUEEN,Best Series,
688,5cefanbtin,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
689,fdo3pbsvib,NURU YA MAISHA,Best Feature Film,
690,vcxh9oxqh2,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
691,80xb8j9hf4,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
692,nv89pz3em9,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
693,9d8ch2ijtf,KIMBEMBE,Best Comedian,
694,alsul7p468,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
695,sj9634aeha,SALUNI YA MAMA KIMBO,Best Comedy,
696,w6z66jfdmh,OBAMBO,Best Feature Film,
697,alsul7p468,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
698,6f7l8164zr,KIMBEMBE,Best Comedian,
699,3ll9523vua,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
700,dry51hg57b,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
701,5g29a5cch4,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
702,80xb8j9hf4,NURU YA MAISHA,Best Feature Film,
703,28g7tmtzpd,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
704,h97nk0um7g,KIMBEMBE,Best Comedian,
705,0y9f9moc84,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
706,9d4ignwvng,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
707,egf9o2na5p,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
708,0f3wgztvx4,ALLY SIWILA (BANZO) - JANGA,Best Actor Audience Choice,
709,j9lagq8stm,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
710,cv3zn6mduv,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
711,8m3lrhgopw,NURU YA MAISHA,Best Feature Film,
712,kypud61d89,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
713,3kv2ut9cgw,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
714,0y9f9moc84,NURU YA MAISHA,Best Feature Film,
715,74j7bacdq7,NEST DANIEL- OBAMBO,Best Supporting Actor,
716,dsy5scqu31,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
717,lvwst2i1cq,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
718,pz626beo0p,JUA KALI,Best Series,
719,fhn29qrenm,PROFESA MAFINGO,Best Comedian,
720,80xb8j9hf4,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
721,q54mp8c3oc,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
722,b449q6gctf,SALUNI YA MAMA KIMBO,Best Comedy,
723,prl1qra4jm,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
724,d41zw7gyj7,ISARITO MWAKALINDILE (JISHU) – BANTU,Best Actor Audience Choice,
725,o9nxccqvb9,SALUNI YA MAMA KIMBO,Best Comedy,
726,80xb8j9hf4,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
727,vl5081w1qb,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
728,o9nxccqvb9,KIMBEMBE,Best Comedian,
729,n1i5z564k6,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
730,kxofrp01rj,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
731,prl1qra4jm,OBAMBO,Best Feature Film,
732,lvwst2i1cq,TISHI ABDALLAH - KESHO,Best Actress,
733,pj2akrthen,NEST DANIEL- OBAMBO,Best Supporting Actor,
734,b449q6gctf,KIMBEMBE,Best Comedian,
735,d41zw7gyj7,JANGA,Best Feature Film,
736,v1q8w03150,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
737,vlplxferm2,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
738,prl1qra4jm,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
739,k2vapxi8jg,KIMBEMBE,Best Comedian,
740,g4a9ilnrxd,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
741,d41zw7gyj7,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
742,prl1qra4jm,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
743,80xb8j9hf4,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
744,96nu5e4rzl,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
745,f6gkshpvcm,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
746,prl1qra4jm,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
747,po1cofe7fe,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
748,96nu5e4rzl,JUA KALI,Best Series,
749,eork2o9c3n,NEST DANIEL- OBAMBO,Best Supporting Actor,
750,1h71siz2hr,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
751,d41zw7gyj7,JUA KALI,Best Series,
752,w5hx214aho,NEST DANIEL- OBAMBO,Best Supporting Actor,
753,po1cofe7fe,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
754,6b8xr9evy6,NEST DANIEL- OBAMBO,Best Supporting Actor,
755,96nu5e4rzl,JAMBO NA VIJAMBO,Best Series Comedy(online ,
756,z7a17s4jv2,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
757,qpy0pr39iw,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
758,prl1qra4jm,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
759,po1cofe7fe,SLAY QUEEN,Best Series,
760,6q6zpplxkw,KIMBEMBE,Best Comedian,
761,720f0l9qfp,SALUNI YA MAMA KIMBO,Best Comedy,
762,fhdxg1f4kb,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
763,96nu5e4rzl,ROSE NDAUKA (FAITH KOMBA) - NYARA,Best Actress Audience Choice,
764,prl1qra4jm,NEST DANIEL- OBAMBO,Best Supporting Actor,
765,zfaedk4ud2,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
766,pwj4p3mewi,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
767,wfpnzsn57z,HASSAN KAZO - CHA UROHO,Best Comedian,
768,8m3lrhgopw,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
769,vl5081w1qb,NEST DANIEL- OBAMBO,Best Supporting Actor,
770,prl1qra4jm,JIDAH HAMZA - OBAMBO,Best Supporting Actress,
771,voyxh6gpre,NEST DANIEL- OBAMBO,Best Supporting Actor,
772,ksblxuwtdi,NEST DANIEL- OBAMBO,Best Supporting Actor,
773,qpr1ohsh4i,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
774,bk1lmrollj,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
775,2lzbpnjotz,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
776,4qrfby8ajg,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
777,usnullvf7p,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
778,0kkx9nm94e,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
779,v8bj2ll3xf,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
780,ajx8sf73b1,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
781,wfpnzsn57z,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
782,h97nk0um7g,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
783,3ubnvid6ua,JUA KALI,Best Series,
784,usnullvf7p,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
785,tez12lqj1q,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
786,ajx8sf73b1,GODLIVER GODIAN - JUA KALI,Best Actress,
787,rflmfapn3g,NEST DANIEL- OBAMBO,Best Supporting Actor,
788,qpr1ohsh4i,KIMBEMBE,Best Comedian,
789,d41zw7gyj7,GODLIVER GODIAN - JUA KALI,Best Actress,
790,96nu5e4rzl,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
791,i4rl9p0ywd,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
792,ajx8sf73b1,JUA KALI,Best Series,
793,tez12lqj1q,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
794,d41zw7gyj7,GLADNESS KIFALUKA,Best Comedian,
795,ds8qu6bw2t,SALUNI YA MAMA KIMBO,Best Comedy,
796,qhcodcoezs,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
797,ajx8sf73b1,NEST DANIEL- OBAMBO,Best Supporting Actor,
798,pz626beo0p,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
799,tqfvykeh96,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
800,cfvnscp9ex,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
801,d41zw7gyj7,MAGEUZI EMMANUEL - JANGA,Best Upcoming Actor,
802,lulmkaotmn,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
803,zy64fdapss,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
804,h97nk0um7g,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
805,xyvo0j9i8i,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
806,k72jyzielk,SELEMAN BARAFU (MUDILEE) - SLAY QUEEN,Best Actor Audience Choice,
807,ajx8sf73b1,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
808,x7bm6efjb1,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
809,ya89c03lw6,JUA KALI,Best Series,
810,h3qexau72m,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
811,d41zw7gyj7,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
